"","gene","MinExpr","MaxExpr","SD_logRPKM","Mean_logRPKM","Median_logRPKM","Q.25_logRPKM","Q.75_logRPKM","IQR_logRPKM","ShannonIndex","Kurtosis","Skewness","ZeroExpr_proportion","residual.SD_logRPKM","LOESS.fit","TP","gene_name","synonyms","gene_product","COG","regulator","uniprot","start","end","strand","essential","core_genome","iML1515","oxidizeME","DGF_strain","MS57","pseudogene","y_ome","k_eff","schmidt_prot_med","heckmann_prot_med","proteomics","p1k","p1k_ctrl_log_tpm","p1k_median_log_tpm","p1k_mad_log_tpm","in_iM","length"
"2161","b2284",6.16784531933757,10.7264041284412,0.66721716364393,8.54363551683881,8.60074130481554,8.12237966565236,9.00782642752489,0.885446761872533,6.89563121307414,3.65673281434546,-0.317112281974041,0,-0.208778200413256,0.875995364057186,0.703051491608305,"nuoF","nuoF","NADH:quinone oxidoreductase subunit F","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB","P31979",2400218,2401555,"-","False","False","True","True","True","True","False","False","True",777,1096,"True","True",8.0711179085,8.16060122,0.667424024236201,"True",1338
"2162","b2285",6.03759704591545,10.7211865137592,0.671771740395944,8.85027195961275,8.87608360396674,8.41837540847581,9.31049681021942,0.892121401743609,6.8958013331117,3.61115644948959,-0.338783766410607,0,-0.204109914795276,0.87588165519122,0.707719777226285,"nuoE","nuoE","NADH:quinone oxidoreductase subunit E","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB","P0AFD1",2401552,2402052,"-","False","False","True","True","True","True","False","False","True",1075,356,"True","True",8.675129152,8.494194639,0.710818301457599,"False",501
"2163","b2286",6.47942920695879,10.7237692033709,0.6742503736597,8.73987066993222,8.83810102698863,8.33824819579366,9.16299032734855,0.824742131554888,6.89570282706183,3.29784862474562,-0.375465751119153,0,-0.201612702387965,0.875863076047665,0.710216989633596,"nuoC","nuoC;nuoCD;nuoD","NADH:quinone oxidoreductase subunit CD","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB","P33599",2402055,2403845,"-","False","False","True","True","True","True","False","False","True",1242,1502,"True","True",8.9643957775,8.381957063,0.6882638560686,"False",1791
"2164","b2287",0,11.2635893374621,1.34976188053416,9.23256523504692,9.50259398614537,9.05710463368754,9.77784181358972,0.720737179902187,6.8827975320408,28.0517986527876,-4.63786863665147,0.00100908173562059,0.473327085839221,0.87643479469494,1.38515677786078,"nuoB","nuoB","NADH:quinone oxidoreductase subunit B","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB","P0AFC7",2403951,2404613,"-","False","False","True","True","True","True","False","False","True",323,968,"True","True",9.157276367,9.044144521,0.5174932526442,"True",663
"2165","b2288",7.30832520662735,12.2166624483602,0.665979299084258,9.45787559799101,9.50444382944329,9.08257455884029,9.80758767566979,0.725013116829498,6.89623407107032,4.35204434728862,0.0848839620302464,0,-0.211115062203016,0.877094361287274,0.700714629818545,"nuoA","nuoA","NADH:quinone oxidoreductase subunit A","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,Lrp,ryhB","P0AFC3",2404629,2405072,"-","False","False","True","True","True","True","False","False","True",660.5,755,"True","True",9.0348324475,9.042671014,0.554853580839582,"True",444
"2166","b2289",4.77322156650994,9.71669709120828,0.841476255890027,7.20714159833863,7.24336284270105,6.60821628346034,7.8449981996787,1.23678191621836,6.89183096927854,2.77628035056477,-0.113367248473128,0,-0.0348534915811883,0.876329747471216,0.876976200440373,"lrhA","lrhA;genR","DNA-binding transcriptional dual regulator LrhA","Transcription","YciT,YbcM,LrhA,Lrp","P36771",2405703,2406641,"-","False","False","False","False","True","True","False","False","False",33.5,NA,"True","True",6.6927574655,6.777933566,1.0252342842126,"False",939
"2167","b2290",4.94895678010033,9.43599971559085,0.627687385377217,6.91970175853654,6.93513278623653,6.47520961830752,7.33897728481532,0.863767666507794,6.89462346569017,3.62468166015287,0.307298863546939,0,-0.255725156038064,0.883412541415281,0.656104535983497,"alaA","alaA;yfbQ","glutamate--pyruvate aminotransferase AlaA","Amino acid transport and metabolism","RpoH,Lrp","P0A959",2407561,2408778,"+","False","False","True","True","True","True","False","False","True",77,239,"True","True",7.102465467,6.533414729,0.663088709098202,"True",1218
"2168","b2291",4.15231164707752,9.77415347144514,0.557356920144684,5.84995709471979,5.79299973551956,5.54454047127513,6.0860293784305,0.541488907155371,6.89440951370724,13.796135623866,2.10055155900915,0,-0.376480400746229,0.933837320890913,0.535349291275332,"yfbR","yfbR","dCMP phosphohydrolase","Nucleotide transport and metabolism","RpoH,CysB","P76491",2408862,2409461,"+","False","False","True","True","True","True","False","False","True",33.5,155,"True","True",5.2560540475,5.352620514,0.470434553093401,"False",600
"2169","b2292",2.78753272820471,9.35482123525751,1.14540989328134,4.90367453239717,4.50842584478313,4.16431082047534,5.30356918251189,1.13925836203655,6.87343629584391,4.17106015086718,1.30275906131322,0,0.152498369469042,0.992911523812296,1.0643280614906,"yfbS","yfbS","putative transporter YfbS","Inorganic ion transport and metabolism","YcjW","P0AFU2",2409520,2411352,"-","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",3.264029012,4.12801702,0.685405788744601,"True",1833
"2170","b2293",5.73080682997367,10.1356900865099,0.67448622526596,8.31328006870712,8.39355848573553,7.91876965436297,8.71261739065147,0.793847736288503,6.89537421284589,3.75543986567123,-0.424411321699478,0,-0.201844706981782,0.876330932247742,0.709984985039779,"hxpA","hxpA;yfbT","hexitol phosphatase A","Function unknown","GlaR","P77625",2411439,2412089,"-","False","False","True","False","True","True","False","False","True",936,142,"True","True",7.576686234,7.899208406,0.7255201781856,"False",651
"2171","b2294",6.3511135592883,10.5783971404516,0.636235622214138,8.76961949705413,8.82457552281298,8.46061551710174,9.1519980490203,0.69138253191856,6.8960433430833,3.88877697905235,-0.510737911805992,0,-0.239625988324913,0.875861610539051,0.672203703696648,"yfbU","yfbU","UPF0304 family protein YfbU","Function unknown","ppGpp,GlaR","P0A8W8",2412100,2412594,"-","False","False","False","False","True","True","False","True","True",1296.5,1170,"True","True",8.870897601,8.341806556,0.661359564376318,"False",495
"2172","b2295",3.68815614536354,9.87306752642763,0.478294271750168,7.65188048182174,7.62129002786609,7.37658262692003,7.89602646025375,0.519443833333717,6.89675371299526,10.2525853543802,0.152540379102538,0,-0.392382492897376,0.870676764647544,0.519447199124185,"yfbV","yfbV","UPF0208 membrane protein YfbV","Function unknown","YheO,Nac","P0A8D9",2412677,2413132,"-","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",6.9223470475,7.22610045912778,0.391484591030846,"False",456
"2173","b2296",6.84148570888421,12.1090712384317,0.966180694186568,9.27868233484753,9.11583992621316,8.56194775165326,9.90765505566231,1.34570730400906,6.89336425314845,2.68707744095849,0.483009530079819,0,0.0896302513974563,0.876550442789112,1.00145994341902,"ackA","ackA;ack","acetate kinase","Nucleotide transport and metabolism","YheO,RpoH,Fnr,ArcA,Nac,CreB,SdhX","P0A6A3",2413470,2414672,"+","False","False","True","True","True","True","False","False","True",2950.5,2263,"True","True",7.9966173375,8.65410889812179,0.818374205676751,"False",1203
"2174","b2297",5.59264111251717,10.8214951562553,0.743663437995206,8.4714371382384,8.46445231274356,8.02267696992828,8.95114825985869,0.928471289930417,6.89483535223459,3.6183896757648,-0.100104681276647,0,-0.132435462225286,0.876098900220492,0.779394229796275,"pta","pta","phosphate acetyltransferase","Energy production and conversion","RpoD,YheO,CreB","P0A9M8",2414747,2416891,"+","False","False","True","True","True","True","False","False","True",1313.5,1887,"True","True",7.7793446035,8.041623507,0.71472429002028,"False",2145
"2175","b2298",0.313992915250805,8.30838868124592,1.51679791039495,2.8984364551681,2.30591027139749,1.86675912406976,3.67625202332112,1.80949289925137,6.77614784995328,3.3931128395113,1.1799072645527,0,0.579318825124688,0.937479085270257,1.49114851714625,"yfcC","yfcC","putative transporter YfcC","Function unknown","YeiE,ppGpp,ArgR,Lrp","P39263",2417081,2418601,"+","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",1.1648133945,1.948173251,0.8493199661394,"True",1521
"2176","b2299",6.20991271464598,9.91337626217278,0.602654587649596,7.82409306759681,7.86552797507827,7.33450410359288,8.22860045970847,0.894096356115593,6.89574615373886,2.59997324687313,0.0345473212911891,0,-0.269290473911573,0.871945061561169,0.642539218109988,"yfcD","yfcD","putative Nudix hydrolase","Lipid transport and metabolism","","P65556",2418634,2419176,"-","False","False","False","False","False","True","False","True","True",1152,237,"True","True",7.77979287,7.405785592,0.742462306508999,"True",543
"2177","b2300",6.55120685886028,9.9558205847596,0.438742343237582,7.86728711763927,7.89544605790095,7.60059565001779,8.10837320876207,0.507777558744278,6.89716732699717,4.9248278400553,0.346481267285203,0,-0.433658899338968,0.87240124257655,0.478170792682593,"yfcE","yfcE","phosphodiesterase YfcE","Function unknown","","P67095",2419234,2419788,"-","False","False","False","False","False","True","False","False","True",645.5,267,"True","True",7.3794700755,7.43265012722162,0.480739372960429,"True",555
"2178","b2301",4.09731693764094,9.2797243798719,0.699212985560155,6.23055472116128,6.21980719045658,5.76996604836586,6.63399727592632,0.864031227560465,6.89242634491231,3.54373578323804,0.205125169153797,0,-0.212887752524081,0.912100738084236,0.69894193949748,"yfcF","yfcF","glutathione S-transferase YfcF","Post-translational modification, protein turnover,and chaperones","ppGpp","P77544",2419841,2420485,"-","False","False","False","False","False","True","False","False","True",97.5,282,"True","True",5.6638515215,5.786222215,0.803071396293601,"False",645
"2179","b2302",0,8.84807781733205,1.48993782189683,4.82348671969587,5.06004279165345,3.82659048028674,5.83802229195851,2.01143181167177,6.84663046403847,2.87989648467316,-0.267249647416459,0.00100908173562059,0.493805650834941,0.996132171061892,1.4056353428565,"yfcG","yfcG","disulfide reductase","Post-translational modification, protein turnover,and chaperones","","P77526",2420621,2421268,"+","False","False","True","False","False","True","False","False","False",26,NA,"True","True",5.197117132,4.599069562,1.6499585018238,"True",648
"2180","b2303",5.2134156563424,9.77952158762066,0.714098473909816,8.46635750014781,8.66525026908315,8.11488738332205,8.97481316260653,0.859925779284488,6.89500937949216,4.57620046024435,-1.29304804890406,0,-0.162008845754384,0.8761073196642,0.749820846267177,"folX","folX","dihydroneopterin triphosphate 2'-epimerase","Coenzyme transport and metabolism","fnrS","P0AC19",2421325,2421687,"+","False","False","True","True","False","True","False","False","True",1152,610,"True","True",8.65933343,8.21454213665668,0.705131165492005,"True",363
"2181","b2304",5.74624145542731,9.82856923121387,0.515437543718535,7.63397273968686,7.73615677152157,7.40165486273938,7.93505182084705,0.533396958107671,6.89639246199662,5.00420435617615,-0.699122009588156,0,-0.355179976597339,0.870617520315874,0.556649715424222,"yfcH","yfcH","putative NAD-dependent epimerase YfcH","Function unknown","fnrS","P77775",2421708,2422601,"+","False","False","False","False","False","True","False","True","True",135,178,"True","True",7.6370237735,7.28538455,0.488027785963201,"False",894
"2182","b2305",2.38763808709571,6.65518483043328,0.618406504348198,4.27064239653786,4.28497139989733,3.87713486850569,4.65789528415337,0.780760415647684,6.88828466791442,3.96146431610716,0.355664332458087,0,-0.390810087655862,1.00921659200406,0.521019604365699,"rpnB","rpnB;yfcI","recombination-promoting nuclease RpnB","Function unknown","","P77768",2422649,2423539,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",3.2826959915,3.80021914649026,0.620426811799454,"False",891
"2183","b2306",2.65585331960719,8.92598790354385,0.903366463149181,6.46151935644936,6.6270321455676,6.04181813910287,7.01780889339436,0.975990754291496,6.8882719305294,5.17734464497995,-1.01596507176139,0,0.00287646430475408,0.900489998844427,0.914706156326315,"hisP","hisP","lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C ATP binding subunit","Inorganic ion transport and metabolism","RpoD,RpoN,H-NS,NtrC,ArgR,ppGpp","P07109",2423736,2424509,"-","False","False","True","True","False","True","False","False","True",110,316,"True","True",6.5159407695,6.19477995,0.681366745743985,"True",774
"2184","b2307",2.55535104253607,8.92924460442933,0.922071915985338,6.24955967395321,6.38623808001514,5.7343183416609,6.90951658384952,1.17519824218862,6.88716770776639,4.19081378336206,-0.858731444560073,0,0.0109265958374902,0.911145320147848,0.922756287859051,"hisM","hisM","lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C membrane subunit HisM","Amino acid transport and metabolism","RpoD,RpoN,H-NS,NtrC,ArgR,ppGpp","P0AEU3",2424517,2425233,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",6.496947016,5.95239939187983,0.799823469099569,"True",717
"2185","b2308",3.50840823478545,9.75602463990341,0.929231234220081,7.04161767172533,7.13731606761138,6.52529541668388,7.69167370049261,1.16637828380873,6.88963778152682,3.89968299307095,-0.678986410397415,0,0.04873849207145,0.880492742148631,0.960568184093011,"hisQ","hisQ","lysine/arginine/ornithine ABC transporter/histidine ABC transporter%2C membrane subunit HisQ","Inorganic ion transport and metabolism","RpoD,RpoN,H-NS,NtrC,ArgR,ppGpp","P52094",2425230,2425916,"-","False","False","True","True","False","True","False","False","False",56.5,NA,"True","True",7.0946082915,6.738261191,0.77231955024,"True",687
"2186","b2309",5.84833731966483,11.2292798870521,0.975327865440184,9.32431196399852,9.42308841331005,8.74554712413347,10.0483672632179,1.30282013908443,6.89307383550161,3.50960889597894,-0.710855886416916,0,0.0986530691884918,0.876674796251692,1.01048276121005,"hisJ","hisJ","histidine ABC transporter periplasmic binding protein","Amino acid transport and metabolism","RpoD,YidZ,RpoN,H-NS,NtrC,ArgR,ppGpp","P0AEU0",2426006,2426788,"-","False","False","True","True","False","True","False","False","True",6537,3553,"True","True",9.4765378935,9.018496759,0.923548483426798,"True",783
"2187","b2310",3.74966599551035,13.5588675277353,1.42440876415697,8.11037568062168,8.12736535555744,7.3373784754892,8.6675440357228,1.33016556023359,6.88333965358337,3.99411719979453,0.370684683901978,0,0.549295994292135,0.875112769864834,1.4611256863137,"argT","argT","lysine/arginine/ornithine ABC transporter periplasmic binding protein","Amino acid transport and metabolism","YcjW,RpoN,gcvB,NtrC,ppGpp,Lrp,ArcA","P09551",2427009,2427791,"-","False","False","True","True","False","True","False","False","True",12424,1106,"True","True",8.592886088,7.656989373,1.208871135066,"True",783
"2188","b2311",2.2589457045813,7.5242565424232,0.754856882307959,5.79275986251416,5.91804429963903,5.38343610833262,6.30574689929164,0.922310790959018,6.88983125818643,3.76319507306223,-0.785463957511383,0,-0.182995683949769,0.937852566257727,0.728834008071793,"ubiX","ubiX;dedF","flavin prenyltransferase","Coenzyme transport and metabolism","RpoD,PurR","P0AG03",2428057,2428626,"-","False","False","False","True","True","True","False","False","False",42,NA,"True","True",6.18174665,5.519952808,0.634537293630497,"False",570
"2189","b2312",3.33710277454571,10.4202124083628,1.28436259040961,7.90770361234145,8.21082793188821,7.07186442697425,8.90498170443673,1.83311727746247,6.88479402690227,2.92603210354951,-0.745804561183372,0,0.411508427454127,0.872854162955484,1.32333811947569,"purF","purF","amidophosphoribosyltransferase","Nucleotide transport and metabolism","RpoD,ppGpp,PurR","P0AG16",2428721,2430238,"-","False","True","True","True","True","True","False","False","True",384.5,1114,"True","True",8.757188861,7.880858197,1.1823006050058,"True",1518
